10	24.5	0.5	0.2
20	24	0.5	0.2
30	23.6	0.5	0.2
40	23.3	0.5	0.2
50	22.9	0.5	0.2
60	22.7	0.5	0.2
70	22.4	0.5	0.2
80	22.3	0.5	0.2
90	22.4	0.5	0.2
100	22.5	0.5	0.2
110	22.7	0.5	0.2
120	22.8	0.5	0.2
130	23.2	0.5	0.2
140	23.6	0.5	0.2
150	23.9	0.5	0.2
160	24.5	0.5	0.2
170	24.8	0.5	0.2
180	25	0.5	0.2
190	25	0.5	0.2
200	24.9	0.5	0.2
210	24.7	0.5	0.2
220	24.5	0.5	0.2
230	24.3	0.5	0.2
240	24	0.5	0.2
250	23.6	0.5	0.2
260	23.4	0.5	0.2
270	23.1	0.5	0.2
280	23	0.5	0.2
290	23	0.5	0.2
300	23.05	0.5	0.2
310	23.3	0.5	0.2
320	23.4	0.5	0.2
330	23.6	0.5	0.2
340	23.8	0.5	0.2
350	24.3	0.5	0.2
360	24.4	0.5	0.2
370	24.7	0.5	0.2
380	24.85	0.5	0.2
390	25	0.5	0.2
400	25.1	0.5	0.2
410	25	0.5	0.2
420	24.9	0.5	0.2
430	24.7	0.5	0.2
440	24.5	0.5	0.2
450	24.3	0.5	0.2
460	24.1	0.5	0.2
470	23.9	0.5	0.2
480	23.6	0.5	0.2
490	23.5	0.5	0.2
500	23.4	0.5	0.2
510	23.4	0.5	0.2
520	23.5	0.5	0.2
530	23.6	0.5	0.2
540	23.8	0.5	0.2
550	24	0.5	0.2
560	24.2	0.5	0.2
570	24.45	0.5	0.2
580	24.7	0.5	0.2
590	24.9	0.5	0.2
600	25	0.5	0.2
610	25.1	0.5	0.2
620	25.1	0.5	0.2
630	25	0.5	0.2
640	24.9	0.5	0.2
650	24.8	0.5	0.2
660	24.6	0.5	0.2
670	24.4	0.5	0.2
680	24.2	0.5	0.2
690	24	0.5	0.2
700	23.9	0.5	0.2
710	23.8	0.5	0.2
720	23.7	0.5	0.2
730	23.7	0.5	0.2
740	23.8	0.5	0.2
750	23.9	0.5	0.2
760	24.1	0.5	0.2
770	24.3	0.5	0.2
780	24.4	0.5	0.2
790	24.6	0.5	0.2
800	24.8	0.5	0.2
810	24.9	0.5	0.2
820	25	0.5	0.2
830	25	0.5	0.2
840	25	0.5	0.2
850	24.9	0.5	0.2
860	24.7	0.5	0.2
870	24.6	0.5	0.2
880	24.5	0.5	0.2
890	24.4	0.5	0.2
900	24.2	0.5	0.2
910	24.1	0.5	0.2
920	24	0.5	0.2
930	24	0.5	0.2
940	24	0.5	0.2
950	24	0.5	0.2
960	24.1	0.5	0.2
970	24.2	0.5	0.2
980	24.3	0.5	0.2
990	24.5	0.5	0.2
1000	24.6	0.5	0.2
1010	24.7	0.5	0.2
1020	24.8	0.5	0.2
1030	24.85	0.5	0.2
1040	24.9	0.5	0.2
1050	24.9	0.5	0.2
1060	24.9	0.5	0.2
1070	24.8	0.5	0.2
1080	24.7	0.5	0.2
1090	24.6	0.5	0.2
1100	24.5	0.5	0.2
1110	24.4	0.5	0.2
1120	24.3	0.5	0.2
1130	24.2	0.5	0.2
1140	24.2	0.5	0.2
1150	24.2	0.5	0.2
1160	24.2	0.5	0.2
1170	24.25	0.5	0.2
1180	24.4	0.5	0.2
1190	24.4	0.5	0.2
1200	24.4	0.5	0.2
